fname	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	score_integrity	composed_start	composed_end	composed_source	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	mscVersion	platform	source	translator	title_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	originalFormat	wikidata	musicbrainz	viaf	imslp	pdf	typesetter	staff_1_ambitus	staff_1_instrument	staff_2_ambitus	staff_2_instrument
wq50n01a	1: 4/4	1: -1	49	48	192.5	49	48	192.5		408.25	910	589	0	0	0	Amelia Brey	1759	1759	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in F Major	1	Allegretto	Wq.50/1					2023-07-19		Microsoft Windows			Sonata I in F Major	"Carl Philipp Emanuel Bach
Wq 50 / 1"	3.6.2	1.2.10	MS3	MS3/wq50n01a.mscx	False	36-86 (C2-D6)	mxl		https://musicbrainz.org/work/e8a0df83-ec36-41de-8990-c1251c488f28		https://imslp.org/wiki/6_Keyboard_Sonatas%2C_Wq.50_(Bach%2C_Carl_Philipp_Emanuel)	https://imslp.org/wiki/Special:ReverseLookup/384268	Anna Yuferova	53-86 (F3-D6)	Фортепиано	36-67 (C2-G4)	Фортепиано
wq50n01b	1: 3/4	1: 0	25	25	75	25	25	75		193	225	125	0	0	0	Amelia Brey	1759	1759	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in F Major	2	Largo	Wq.50/1					2023-07-19		Microsoft Windows					3.6.2	1.2.10	MS3	MS3/wq50n01b.mscx	False	36-85 (C2-Db6)	mxl		https://musicbrainz.org/work/434a7ce2-90c7-4cb8-abfe-a623d6c5a63d		https://imslp.org/wiki/6_Keyboard_Sonatas%2C_Wq.50_(Bach%2C_Carl_Philipp_Emanuel)	https://imslp.org/wiki/Special:ReverseLookup/384268	Anna Yuferova	64-85 (E4-Db6)	Фортепиано	36-65 (C2-F4)	Фортепиано
wq50n01c	1: 3/8	1: 0	166	166	249	166	166	249		558.5	1123	711	0	0	0	Amelia Brey	1759	1759	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in F Major	3	Vivace	Wq.50/1					2023-07-19		Microsoft Windows					3.6.2	1.2.10	MS3	MS3/wq50n01c.mscx	False	36-86 (C2-D6)	mxl		https://musicbrainz.org/work/cef7440c-df4b-4a6c-816e-0715794cb59d		https://imslp.org/wiki/6_Keyboard_Sonatas%2C_Wq.50_(Bach%2C_Carl_Philipp_Emanuel)	https://imslp.org/wiki/Special:ReverseLookup/384268	Anna Yuferova	53-86 (F3-D6)	Фортепиано	36-67 (C2-G4)	Фортепиано
wq50n02a	1: 2/4	1: 1	192	192	384	192	192	384		750	1781	1272	0	0	0	Amelia Brey	1759	1759	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in G Major	1	Allegretto	Wq.50/2					2023-07-20		Microsoft Windows			Sonata II in G Major	"Carl Philipp Emanuel Bach
Wq 50 / 2"	3.6.2	1.2.10	MS3	MS3/wq50n02a.mscx	False	36-88 (C2-E6)	mxl		https://musicbrainz.org/work/9af6be9f-3c53-40d4-b024-72ee4892b044		https://imslp.org/wiki/6_Keyboard_Sonatas%2C_Wq.50_(Bach%2C_Carl_Philipp_Emanuel)	https://imslp.org/wiki/Special:ReverseLookup/384268	Anna Yuferova	52-88 (E3-E6)	Фортепиано	36-69 (C2-A4)	Фортепиано
wq50n02b	1: 2/2	1: 0	31	31	124	31	31	124		331	452	238	0	0	0	Amelia Brey	1759	1759	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in G Major	2	Poco adagio	Wq.50/2					2023-07-20		Microsoft Windows					3.6.2	1.2.10	MS3	MS3/wq50n02b.mscx	False	36-86 (C2-D6)	mxl		https://musicbrainz.org/work/69c7a257-388c-4e89-8bcf-a7d55bfea024		https://imslp.org/wiki/6_Keyboard_Sonatas%2C_Wq.50_(Bach%2C_Carl_Philipp_Emanuel)	https://imslp.org/wiki/Special:ReverseLookup/384268	Anna Yuferova	59-86 (B3-D6)	Фортепиано	36-64 (C2-E4)	Фортепиано
wq50n02c	1: 3/4	1: 0	133	133	399	133	133	399		970.5	1057	639	0	0	0	Amelia Brey	1759	1759	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in G Major	3	Allegro assai	Wq.50/2					2023-07-20		Microsoft Windows					3.6.2	1.2.10	MS3	MS3/wq50n02c.mscx	False	37-86 (C#2-D6)	mxl		https://musicbrainz.org/work/ed59a12e-f408-44fd-996a-ee69a463c893		https://imslp.org/wiki/6_Keyboard_Sonatas%2C_Wq.50_(Bach%2C_Carl_Philipp_Emanuel)	https://imslp.org/wiki/Special:ReverseLookup/384268	Anna Yuferova	55-86 (G3-D6)	Фортепиано	37-62 (C#2-D4)	Фортепиано
wq50n03a	1: 3/4	1: 0	192	192	576	192	192	576		1067.75	2203	1638	0	0	0	Amelia Brey	1759	1759	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in A Minor	1	Presto	Wq.50/3					2023-07-23		Microsoft Windows			Sonata III in A Minor	"Carl Philipp Emanuel Bach
Wq 50 / 3"	3.6.2	1.2.10	MS3	MS3/wq50n03a.mscx	False	33-88 (A1-E6)	mxl		https://musicbrainz.org/work/2a56bb39-0e48-4206-82ae-1ad6392bcd50		https://imslp.org/wiki/6_Keyboard_Sonatas%2C_Wq.50_(Bach%2C_Carl_Philipp_Emanuel)	https://imslp.org/wiki/Special:ReverseLookup/384268	Anna Yuferova	55-88 (G3-E6)	Фортепиано	33-67 (A1-G4)	Фортепиано
wq50n03b	1: 3/4	1: 0	41	41	123	41	41	123		292.38	459	278	0	0	0	Amelia Brey	1759	1759	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in A Minor	2	Largo	Wq.50/3					2023-07-23		Microsoft Windows					3.6.2	1.2.10	MS3	MS3/wq50n03b.mscx	False	36-86 (C2-D6)	mxl		https://musicbrainz.org/work/412c7d8b-6f74-4612-b76c-a3d30a33a185		https://imslp.org/wiki/6_Keyboard_Sonatas%2C_Wq.50_(Bach%2C_Carl_Philipp_Emanuel)	https://imslp.org/wiki/Special:ReverseLookup/384268	Anna Yuferova	57-86 (A3-D6)	Фортепиано	36-65 (C2-F4)	Фортепиано
wq50n03c	1: 2/4	1: 0	100	100	200	100	100	200		377.75	738	589	0	0	0	Amelia Brey	1759	1759	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in A Minor	3	Allegro moderato ma innocentemente	Wq.50/3					2023-07-23		Microsoft Windows					3.6.2	1.2.10	MS3	MS3/wq50n03c.mscx	False	38-88 (D2-E6)	mxl		https://musicbrainz.org/work/49f63436-0c7d-4fc2-9375-0e8b0b8ed289		https://imslp.org/wiki/6_Keyboard_Sonatas%2C_Wq.50_(Bach%2C_Carl_Philipp_Emanuel)	https://imslp.org/wiki/Special:ReverseLookup/384268	Anna Yuferova	56-88 (G#3-E6)	Фортепиано	38-64 (D2-E4)	Фортепиано
wq50n04a	1: 2/4	1: -1	156	156	312	156	156	312		691.04	1562	1027	0	0	0	Amelia Brey	1759	1759	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in D Minor	1	Allegretto grazioso	Wq.50/4					2023-07-23		Microsoft Windows			Sonata IV in D Minor	"Carl Philipp Emanuel Bach
Wq 50 /4"	3.6.2	1.2.10	MS3	MS3/wq50n04a.mscx	False	38-88 (D2-E6)	mxl		https://musicbrainz.org/work/2bc2ec46-3331-491e-9e35-77417a7e332a		https://imslp.org/wiki/6_Keyboard_Sonatas%2C_Wq.50_(Bach%2C_Carl_Philipp_Emanuel)	https://imslp.org/wiki/Special:ReverseLookup/384268	Anna Yuferova	48-88 (C3-E6)	Фортепиано	38-67 (D2-G4)	Фортепиано
wq50n04b	1: 4/4	1: 2	17	17	68	17	17	68		182.75	394	203	0	0	0	Amelia Brey	1759	1759	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in D Minor	2	Adagio sostenuto	Wq.50/4					2023-07-23		Microsoft Windows					3.6.2	1.2.10	MS3	MS3/wq50n04b.mscx	False	38-88 (D2-E6)	mxl		https://musicbrainz.org/work/15896c33-0b41-4924-93ff-455b294b5e6a		https://imslp.org/wiki/6_Keyboard_Sonatas%2C_Wq.50_(Bach%2C_Carl_Philipp_Emanuel)	https://imslp.org/wiki/Special:ReverseLookup/384268	Anna Yuferova	59-88 (B3-E6)	Фортепиано	38-66 (D2-F#4)	Фортепиано
wq50n04c	1: 3/4	1: -1	131	131	393	131	131	393		876.75	1629	1171	0	0	0	Amelia Brey	1759	1759	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in D Minor	3	Allegro	Wq.50/4					2023-07-23		Microsoft Windows					3.6.2	1.2.10	MS3	MS3/wq50n04c.mscx	False	36-88 (C2-E6)	mxl		https://musicbrainz.org/work/9a07c32a-75e0-4729-9b9e-47ad9b763f3f		https://imslp.org/wiki/6_Keyboard_Sonatas%2C_Wq.50_(Bach%2C_Carl_Philipp_Emanuel)	https://imslp.org/wiki/Special:ReverseLookup/384268	Anna Yuferova	55-88 (G3-E6)	Фортепиано	36-66 (C2-F#4)	Фортепиано
wq50n05a	1: 4/4	1: -2	104	104	416	104	104	416		1018.79	2484	1512	0	0	0	Amelia Brey	1758	1758	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in B-flat Major	1	Poco allegro	Wq.50/5					2023-07-24		Microsoft Windows			Sonata V in B-flat Major	"Carl Philipp Emanuel Bach
Wq 50 / 5"	3.6.2	1.2.10	MS3	MS3/wq50n05a.mscx	False	41-89 (F2-F6)	mxl		https://musicbrainz.org/work/bb464191-aaf2-45bc-b35a-088552933244		https://imslp.org/wiki/6_Keyboard_Sonatas%2C_Wq.50_(Bach%2C_Carl_Philipp_Emanuel)	https://imslp.org/wiki/Special:ReverseLookup/384268	Anna Yuferova	55-89 (G3-F6)	Фортепиано	41-67 (F2-G4)	Фортепиано
wq50n05b	1: 3/8	1: 0	60	60	90	60	60	90		239.5	484	249	0	0	0	Amelia Brey	1758	1758	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in B-flat Major	2	Larghetto	Wq.50/5					2023-07-24		Microsoft Windows					3.6.2	1.2.10	MS3	MS3/wq50n05b.mscx	False	34-88 (Bb1-E6)	mxl		https://musicbrainz.org/work/2f2c0063-6d5a-4ba8-a8f4-21bba8e2feba		https://imslp.org/wiki/6_Keyboard_Sonatas%2C_Wq.50_(Bach%2C_Carl_Philipp_Emanuel)	https://imslp.org/wiki/Special:ReverseLookup/384268	Anna Yuferova	54-88 (F#3-E6)	Фортепиано	34-63 (Bb1-Eb4)	Фортепиано
wq50n05c	1: 3/4	1: 0	229	229	687	229	229	687		1436.5	1699	1010	0	0	0	Amelia Brey	1758	1758	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in B-flat Major	3	Tempo di minuetto	Wq.50/5					2023-07-24		Microsoft Windows					3.6.2	1.2.10	MS3	MS3/wq50n05c.mscx	False	33-88 (A1-E6)	mxl		https://musicbrainz.org/work/0030ac73-031a-4fca-aac7-b28b3028ee5b		https://imslp.org/wiki/6_Keyboard_Sonatas%2C_Wq.50_(Bach%2C_Carl_Philipp_Emanuel)	https://imslp.org/wiki/Special:ReverseLookup/384268	Anna Yuferova	50-88 (D3-E6)	Фортепиано	33-67 (A1-G4)	Фортепиано
wq50n06	1: 3/4	1: -3, 50: 0, 94: -3, 142: 0, 186: -3	235	234	703	235	234	703		1109.71	1918	1545	0	0	0	Amelia Brey	1759	1759	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in C Minor	1	Allegro moderato	Wq.50/6					2023-07-24		Microsoft Windows			Sonata VI in C Minor	"Carl Philipp Emanuel Bach
Wq 50 / 6"	3.6.2	1.2.10	MS3	MS3/wq50n06.mscx	False	35-87 (B1-Eb6)	mxl		https://musicbrainz.org/work/ac1a5d30-fa75-471b-90eb-91477c146300		https://imslp.org/wiki/6_Keyboard_Sonatas%2C_Wq.50_(Bach%2C_Carl_Philipp_Emanuel)	https://imslp.org/wiki/Special:ReverseLookup/384268	Anna Yuferova	48-87 (C3-Eb6)	Фортепиано	35-69 (B1-A4)	Фортепиано
wq55n01a	1: 3/4	1: 0	71	70	213	138	138	414	(((28,), (29,)), ((70,), (71,)))	384.25	825	756	0	0	0	Amelia Brey	1773	1773	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in C Major	1	Prestissimo	Wq.55/1					2023-07-24		Microsoft Windows			Sonata I in C Major	"Carl Philipp Emanuel Bach
Wq 55 / 1 "	3.6.2	1.2.10	MS3	MS3/wq55n01a.mscx	False	33-89 (A1-F6)	mxl		https://musicbrainz.org/work/a06a3be3-f3ab-45f8-ad8e-25fceaf11106	https://viaf.org/viaf/900165271619510690003	https://imslp.org/wiki/Keyboard_Sonata_in_C_major,_H.244_(Bach,_Carl_Philipp_Emanuel)	https://imslp.org/wiki/Special:ReverseLookup/24509	Anna Yuferova	47-89 (B2-F6)	Фортепиано	33-65 (A1-F4)	Фортепиано
wq55n01b	1: 3/4	1: 1	39	39	117	39	39	117		301	514	260	0	0	0	Amelia Brey	1773	1773	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in C Major	2	Andante	Wq.55/1					2023-07-24		Microsoft Windows					3.6.2	1.2.10	MS3	MS3/wq55n01b.mscx	False	35-84 (B1-C6)	mxl		https://musicbrainz.org/work/21bff20f-87f3-4de1-8f5f-a377c8091e11	https://viaf.org/viaf/900165271619510690003	https://imslp.org/wiki/Keyboard_Sonata_in_C_major,_H.244_(Bach,_Carl_Philipp_Emanuel)	https://imslp.org/wiki/Special:ReverseLookup/24509	Anna Yuferova	60-84 (C4-C6)	Фортепиано	35-60 (B1-C4)	Фортепиано
wq55n01c	1: 2/4	1: 0	44	44	88	88	88	176		155.25	492	396	0	0	0	Amelia Brey	1773	1773	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in C Major	3	Allegretto	Wq.55/1					2023-07-24		Microsoft Windows					3.6.2	1.2.10	MS3	MS3/wq55n01c.mscx	False	36-89 (C2-F6)	mxl		https://musicbrainz.org/work/4e220166-58c7-4d2b-8859-161519511c3a	https://viaf.org/viaf/900165271619510690003	https://imslp.org/wiki/Keyboard_Sonata_in_C_major,_H.244_(Bach,_Carl_Philipp_Emanuel)	https://imslp.org/wiki/Special:ReverseLookup/24509	Anna Yuferova	55-89 (G3-F6)	Фортепиано	36-60 (C2-C4)	Фортепиано
wq55n02a	1: 2/4	1: -1	84	77	168	158	153	316	(((29, 30, 31), (32,)), ((80,), (81,)))	430.94	1242	751	0	0	0	Amelia Brey	1758	1758	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in F Major	1	Andante	Wq.55/2					2023-07-24		Microsoft Windows			Sonata II in F Major	"Carl Philipp Emanuel Bach
Wq 55 / 2"	3.6.2	1.2.10	MS3	MS3/wq55n02a.mscx	False	36-89 (C2-F6)	mxl		https://musicbrainz.org/work/9076f7cf-7d21-440b-b1ae-938c8f70eb58	https://viaf.org/viaf/184177894	https://imslp.org/wiki/Keyboard_Sonata_in_F_major,_H.130_(Bach,_Carl_Philipp_Emanuel)	https://imslp.org/wiki/Special:ReverseLookup/54216	Anna Yuferova	57-89 (A3-F6)	Фортепиано	36-67 (C2-G4)	Фортепиано
wq55n02b	1: 9/8	1: -4	49	49	220.5	49	49	220.5		531.25	722	450	0	0	0	Amelia Brey	1758	1758	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in F Major	2	Larghetto	Wq.55/2					2023-07-24		Microsoft Windows					3.6.2	1.2.10	MS3	MS3/wq55n02b.mscx	False	34-85 (Bb1-Db6)	mxl		https://musicbrainz.org/work/70613278-753f-48d0-b388-83b7f861933a	https://viaf.org/viaf/184177894	https://imslp.org/wiki/Keyboard_Sonata_in_F_major,_H.130_(Bach,_Carl_Philipp_Emanuel)	https://imslp.org/wiki/Special:ReverseLookup/54216	Anna Yuferova	49-85 (Db3-Db6)	Фортепиано	34-67 (Bb1-G4)	Фортепиано
wq55n02c	1: 2/4	1: -1	160	160	320	320	320	640		650.58	1000	646	0	0	0	Amelia Brey	1758	1758	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in F Major	3	Allegro assai	Wq.55/2					2023-07-24		Microsoft Windows					3.6.2	1.2.10	MS3	MS3/wq55n02c.mscx	False	33-88 (A1-E6)	mxl		https://musicbrainz.org/work/4759841b-418c-4c34-b1e1-c42fd8553b9c	https://viaf.org/viaf/184177894	https://imslp.org/wiki/Keyboard_Sonata_in_F_major,_H.130_(Bach,_Carl_Philipp_Emanuel)	https://imslp.org/wiki/Special:ReverseLookup/54216	Anna Yuferova	52-88 (E3-E6)	Фортепиано	33-67 (A1-G4)	Фортепиано
wq55n03	1: 2/4, 21: 1/8, 23: 2/4, 45: 3/8, 70: 2/4	1: 2, 45: -2, 70: 2	138	110	258	181	178	341		525.25	1373	995	0	0	0	Amelia Brey	1774	1774	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in B Minor	1	Allegretto – Andante – Cantabile	Wq.55/3					2023-07-25		Microsoft Windows			Sonata III in B Minor	"Carl Philipp Emanuel Bach
Wq 55 / 3"	3.6.2	1.2.10	MS3	MS3/wq55n03.mscx	False	30-89 (F#1-F6)	mxl		https://musicbrainz.org/work/fb5d6c26-84ca-42ad-9880-1f75c7402e38	https://viaf.org/viaf/185916830	https://imslp.org/wiki/Keyboard_Sonata_in_B_minor,_H.245_(Bach,_Carl_Philipp_Emanuel)	https://imslp.org/wiki/Special:ReverseLookup/54216	Anna Yuferova	53-89 (E#3-F6)	Фортепиано	30-67 (F#1-G4)	Фортепиано
